panel	gene	ref_id	source	assembly_accession	nuccore_accession	protein_accession	locus_tag	organism	product	location	evidence	length_nt	length_aa	multiple_of_3
enterobacter	mrcA	mrcA|WP_032644573.1|NZ_CP043318.1|FY206_RS22770	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032644573.1	FY206_RS22770	Enterobacter chengduensis	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	4682678..4685230	species representative; ortholog by 94.4% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	2553	850	True
enterobacter	mrcA	mrcA|WP_013099079.1|NC_014121.1|ECL_RS23750	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013099079.1	ECL_RS23750	Enterobacter cloacae	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	4865804..4868356	species representative; ortholog by 95.9% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	2553	850	True
enterobacter	mrcA	mrcA|WP_014885532.1|NZ_CP017181.1|BFV64_RS21905	ncbi_refseq_auto	GCF_001729765.1	NZ_CP017181.1	WP_014885532.1	BFV64_RS21905	Enterobacter kobei	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	4494696..4497248	species representative; ortholog by 95.6% identity to the panel allele; modal in 3/3 screened Enterobacter kobei genomes	2553	850	True
enterobacter	mrcA	mrcA|WP_120159449.1|NZ_CP091779.1|L6Y89_RS20525	ncbi_refseq_auto	GCF_022014715.1	NZ_CP091779.1	WP_120159449.1	L6Y89_RS20525	Enterobacter mori	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	4319232..4321784	species representative; ortholog by 95.6% identity to the panel allele; modal in 3/5 screened Enterobacter mori genomes	2553	850	True
enterobacter	mrcA	mrcA|WP_023326230.1|NZ_CP017184.1|BFV67_RS20470	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_023326230.1	BFV67_RS20470	Enterobacter roggenkampii	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	4346887..4349439	species representative; ortholog by 95.4% identity to the panel allele; modal in 3/4 screened Enterobacter roggenkampii genomes	2553	850	True
enterobacter	mrcB	mrcB|WP_032673640.1|NZ_CP077308.1|I6L63_RS17365	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_032673640.1	I6L63_RS17365	Enterobacter hormaechei	bifunctional glycosyl transferase/transpeptidase	complement(3564991..3567513)	refseq_gene_name	2523	840	True
enterobacter	mrcB	mrcB|WP_029741214.1|NZ_CP011863.1|ACJ69_RS13310	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_029741214.1	ACJ69_RS13310	Enterobacter asburiae	bifunctional glycosyl transferase/transpeptidase	complement(2741830..2744355)	species representative; ortholog by 97.0% identity to the panel allele; modal in 2/3 screened Enterobacter asburiae genomes	2526	841	True
enterobacter	mrcB	mrcB|WP_032644115.1|NZ_CP043318.1|FY206_RS04625	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032644115.1	FY206_RS04625	Enterobacter chengduensis	bifunctional glycosyl transferase/transpeptidase	962346..964868	species representative; ortholog by 97.1% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	2523	840	True
enterobacter	mrcB	mrcB|WP_013095636.1|NC_014121.1|ECL_RS04605	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013095636.1	ECL_RS04605	Enterobacter cloacae	bifunctional glycosyl transferase/transpeptidase	959013..961538	species representative; ortholog by 97.9% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	2526	841	True
enterobacter	mrcB	mrcB|WP_014882607.1|NZ_CP017181.1|BFV64_RS03715	ncbi_refseq_auto	GCF_001729765.1	NZ_CP017181.1	WP_014882607.1	BFV64_RS03715	Enterobacter kobei	bifunctional glycosyl transferase/transpeptidase	783903..786428	species representative; ortholog by 98.0% identity to the panel allele; modal in 3/3 screened Enterobacter kobei genomes	2526	841	True
enterobacter	mrcB	mrcB|WP_089599149.1|NZ_CP091779.1|L6Y89_RS03765	ncbi_refseq_auto	GCF_022014715.1	NZ_CP091779.1	WP_089599149.1	L6Y89_RS03765	Enterobacter mori	bifunctional glycosyl transferase/transpeptidase	798038..800563	species representative; ortholog by 98.6% identity to the panel allele; modal in 2/5 screened Enterobacter mori genomes	2526	841	True
enterobacter	mrcB	mrcB|WP_069597891.1|NZ_CP017184.1|BFV67_RS03765	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_069597891.1	BFV67_RS03765	Enterobacter roggenkampii	bifunctional glycosyl transferase/transpeptidase	821552..824071	species representative; ortholog by 96.8% identity to the panel allele; modal in 2/4 screened Enterobacter roggenkampii genomes	2520	839	True
enterobacter	mrdA	mrdA|WP_006809631.1|NZ_CP077308.1|I6L63_RS14825	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_006809631.1	I6L63_RS14825	Enterobacter hormaechei	peptidoglycan DD-transpeptidase MrdA	3067393..3069294	refseq_gene_name	1902	633	True
enterobacter	mrdA	mrdA|WP_023310747.1|NZ_CP011863.1|ACJ69_RS01845	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_023310747.1	ACJ69_RS01845	Enterobacter asburiae	peptidoglycan DD-transpeptidase MrdA	complement(369469..371370)	species representative; ortholog by 97.5% identity to the panel allele; modal in 3/3 screened Enterobacter asburiae genomes	1902	633	True
enterobacter	mrdA	mrdA|WP_032638848.1|NZ_CP043318.1|FY206_RS07360	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032638848.1	FY206_RS07360	Enterobacter chengduensis	peptidoglycan DD-transpeptidase MrdA	complement(1490443..1492344)	species representative; ortholog by 97.6% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	1902	633	True
enterobacter	mrdA	mrdA|WP_013097589.1|NC_014121.1|ECL_RS15075	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013097589.1	ECL_RS15075	Enterobacter cloacae	peptidoglycan DD-transpeptidase MrdA	3117784..3119685	species representative; ortholog by 98.7% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	1902	633	True
enterobacter	mrdA	mrdA|WP_014882994.1|NZ_CP017181.1|BFV64_RS05970	ncbi_refseq_auto	GCF_001729765.1	NZ_CP017181.1	WP_014882994.1	BFV64_RS05970	Enterobacter kobei	peptidoglycan DD-transpeptidase MrdA	complement(1261833..1263734)	species representative; ortholog by 97.8% identity to the panel allele; modal in 2/3 screened Enterobacter kobei genomes	1902	633	True
enterobacter	mrdA	mrdA|WP_089598886.1|NZ_CP055276.1|HUI94_RS06035	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_089598886.1	HUI94_RS06035	Enterobacter mori	peptidoglycan DD-transpeptidase MrdA	1254797..1256698	species representative; ortholog by 98.3% identity to the panel allele; modal in 5/5 screened Enterobacter mori genomes	1902	633	True
enterobacter	mrdA	mrdA|WP_023293034.1|NZ_CP017184.1|BFV67_RS05735	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_023293034.1	BFV67_RS05735	Enterobacter roggenkampii	peptidoglycan DD-transpeptidase MrdA	complement(1243674..1245575)	species representative; ortholog by 97.9% identity to the panel allele; modal in 4/4 screened Enterobacter roggenkampii genomes	1902	633	True
enterobacter	ompA	ompA|WP_017694761.1|NZ_CP077308.1|I6L63_RS13240	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_017694761.1	I6L63_RS13240	Enterobacter hormaechei	porin OmpA	2716299..2717351	refseq_gene_name	1053	350	True
enterobacter	ompA	ompA|WP_115504044.1|NZ_CP011863.1|ACJ69_RS03425	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_115504044.1	ACJ69_RS03425	Enterobacter asburiae	porin OmpA	complement(708652..709707)	species representative; ortholog by 96.3% identity to the panel allele; modal in 2/3 screened Enterobacter asburiae genomes	1056	351	True
enterobacter	ompA	ompA|WP_120286683.1|NZ_CP043318.1|FY206_RS09010	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_120286683.1	FY206_RS09010	Enterobacter chengduensis	porin OmpA	complement(1845975..1847030)	species representative; ortholog by 98.6% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	1056	351	True
enterobacter	ompA	ompA|WP_044158562.1|NC_014121.1|ECL_RS13200	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_044158562.1	ECL_RS13200	Enterobacter cloacae	porin OmpA	2728291..2729346	species representative; ortholog by 96.9% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	1056	351	True
enterobacter	ompA	ompA|WP_014883252.1|NZ_CP017181.1|BFV64_RS07785	ncbi_refseq_auto	GCF_001729765.1	NZ_CP017181.1	WP_014883252.1	BFV64_RS07785	Enterobacter kobei	porin OmpA	complement(1640801..1641856)	species representative; ortholog by 98.6% identity to the panel allele; modal in 2/3 screened Enterobacter kobei genomes	1056	351	True
enterobacter	ompA	ompA|WP_010429345.1|NZ_CP055276.1|HUI94_RS04405	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_010429345.1	HUI94_RS04405	Enterobacter mori	porin OmpA	896727..897782	species representative; ortholog by 99.1% identity to the panel allele; modal in 5/5 screened Enterobacter mori genomes	1056	351	True
enterobacter	ompA	ompA|WP_023292865.1|NZ_CP017184.1|BFV67_RS07395	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_023292865.1	BFV67_RS07395	Enterobacter roggenkampii	porin OmpA	complement(1612692..1613747)	species representative; ortholog by 97.7% identity to the panel allele; modal in 3/4 screened Enterobacter roggenkampii genomes	1056	351	True
enterobacter	ompC	ompC|WP_006811342.1|NZ_CP077308.1|I6L63_RS05890	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_006811342.1	I6L63_RS05890	Enterobacter hormaechei	porin OmpC	1225406..1226497	ompC-locus synteny (apbE/ada/rcsD-rcsB/nrdB/glpQ) as in E. coli ompC and K. pneumoniae ompK36; 90.4% to E. coli OmpC, 88.3% to Kp OmpK36	1092	363	True
enterobacter	ompC	ompC|WP_100166597.1|NZ_CM165874.1|AC1RWF_RS11855	ncbi_refseq_auto	GCF_056783785.1	NZ_CM165874.1	WP_100166597.1	AC1RWF_RS11855	Enterobacter mori	porin OmpC	2477513..2478586	species representative; ortholog by 80.7% identity to the panel allele; modal in 1/1 screened Enterobacter mori genomes	1074	357	True
enterobacter	ompF	ompF|WP_006809366.1|NZ_CP077308.1|I6L63_RS13345	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_006809366.1	I6L63_RS13345	Enterobacter hormaechei	porin OmpF	2742108..2743166	refseq_gene_name	1059	352	True
enterobacter	ompF	ompF|WP_020689704.1|NZ_CP056776.1|HWQ16_RS25580	ncbi_refseq_auto	GCF_013376815.1	NZ_CP056776.1	WP_020689704.1	HWQ16_RS25580	Enterobacter cloacae	porin OmpF	5250081..5251136	species representative; ortholog by 94.0% identity to the panel allele; modal in 3/4 screened Enterobacter cloacae genomes	1056	351	True
enterobacter	ompF	ompF|WP_420984978.1|NZ_CP197270.1|ACS9E6_RS15220	ncbi_refseq_auto	GCF_055797315.1	NZ_CP197270.1	WP_420984978.1	ACS9E6_RS15220	Enterobacter mori	porin OmpF	3178106..3179164	species representative; ortholog by 93.8% identity to the panel allele; modal in 2/5 screened Enterobacter mori genomes	1059	352	True
enterobacter	ompF	ompF|WP_063436156.1|NZ_CP017184.1|BFV67_RS07290	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_063436156.1	BFV67_RS07290	Enterobacter roggenkampii	porin OmpF	complement(1586879..1587937)	species representative; ortholog by 92.9% identity to the panel allele; modal in 2/4 screened Enterobacter roggenkampii genomes	1059	352	True
enterobacter	ompR	ompR|WP_001157751.1|NZ_CP077308.1|I6L63_RS00435	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_001157751.1	I6L63_RS00435	Enterobacter hormaechei	osmolarity response regulator transcription factor OmpR	92953..93672	refseq_gene_name	720	239	True
enterobacter	ompR	ompR|WP_006177890.1|NC_014121.1|ECL_RS23800	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_006177890.1	ECL_RS23800	Enterobacter cloacae	osmolarity response regulator transcription factor OmpR	complement(4879977..4880696)	species representative; ortholog by 99.6% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	720	239	True
enterobacter	phoE	phoE|WP_006809997.1|NZ_CP077308.1|I6L63_RS16945	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_006809997.1	I6L63_RS16945	Enterobacter hormaechei	phosphoporin PhoE	3477603..3478655	refseq_gene_name	1053	350	True
enterobacter	phoE	phoE|WP_024909471.1|NZ_CP011863.1|ACJ69_RS22935	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_024909471.1	ACJ69_RS22935	Enterobacter asburiae	phosphoporin PhoE	complement(4687752..4688804)	species representative; ortholog by 90.9% identity to the panel allele; modal in 2/3 screened Enterobacter asburiae genomes	1053	350	True
enterobacter	phoE	phoE|WP_032638328.1|NZ_CP043318.1|FY206_RS05105	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032638328.1	FY206_RS05105	Enterobacter chengduensis	phosphoporin PhoE	complement(1064842..1065894)	species representative; ortholog by 96.6% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	1053	350	True
enterobacter	phoE	phoE|WP_013095744.1|NC_014121.1|ECL_RS05220	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013095744.1	ECL_RS05220	Enterobacter cloacae	phosphoporin PhoE	complement(1103964..1105016)	species representative; ortholog by 93.1% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	1053	350	True
enterobacter	phoE	phoE|WP_014882683.1|NZ_CP083828.1|LCD42_RS04295	ncbi_refseq_auto	GCF_023023125.1	NZ_CP083828.1	WP_014882683.1	LCD42_RS04295	Enterobacter kobei	phosphoporin PhoE	complement(917940..918992)	species representative; ortholog by 92.9% identity to the panel allele; modal in 1/3 screened Enterobacter kobei genomes	1053	350	True
enterobacter	phoE	phoE|WP_010427906.1|NZ_CP055276.1|HUI94_RS07715	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_010427906.1	HUI94_RS07715	Enterobacter mori	phosphoporin PhoE	1612415..1613467	species representative; ortholog by 97.7% identity to the panel allele; modal in 5/5 screened Enterobacter mori genomes	1053	350	True
enterobacter	phoE	phoE|WP_069597904.1|NZ_CP017184.1|BFV67_RS04220	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_069597904.1	BFV67_RS04220	Enterobacter roggenkampii	phosphoporin PhoE	complement(918389..919441)	species representative; ortholog by 91.4% identity to the panel allele; modal in 2/4 screened Enterobacter roggenkampii genomes	1053	350	True
enterobacter	pmrA	pmrA|WP_003861819.1|NZ_CP077308.1|I6L63_RS01425	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_003861819.1	I6L63_RS01425	Enterobacter hormaechei	two-component system response regulator PmrA	complement(277660..278322)	refseq_gene_name	663	220	True
enterobacter	pmrA	pmrA|WP_029739624.1|NZ_CP011863.1|ACJ69_RS19715	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_029739624.1	ACJ69_RS19715	Enterobacter asburiae	two-component system response regulator PmrA	complement(4070520..4071182)	species representative; ortholog by 95.0% identity to the panel allele; modal in 2/3 screened Enterobacter asburiae genomes	663	220	True
enterobacter	pmrA	pmrA|WP_032642356.1|NZ_CP043318.1|FY206_RS21785	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032642356.1	FY206_RS21785	Enterobacter chengduensis	two-component system response regulator PmrA	4505883..4506545	species representative; ortholog by 95.5% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	663	220	True
enterobacter	pmrA	pmrA|WP_013098925.1|NC_014121.1|ECL_RS22760	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013098925.1	ECL_RS22760	Enterobacter cloacae	two-component system response regulator PmrA	4685069..4685731	species representative; ortholog by 97.3% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	663	220	True
enterobacter	pmrA	pmrA|WP_014885379.1|NZ_CP017181.1|BFV64_RS20810	ncbi_refseq_auto	GCF_001729765.1	NZ_CP017181.1	WP_014885379.1	BFV64_RS20810	Enterobacter kobei	two-component system response regulator PmrA	4297020..4297682	species representative; ortholog by 95.9% identity to the panel allele; modal in 3/3 screened Enterobacter kobei genomes	663	220	True
enterobacter	pmrA	pmrA|WP_042714459.1|NZ_CP055276.1|HUI94_RS14955	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_042714459.1	HUI94_RS14955	Enterobacter mori	two-component system response regulator PmrA	complement(3163078..3163740)	species representative; ortholog by 97.3% identity to the panel allele; modal in 3/5 screened Enterobacter mori genomes	663	220	True
enterobacter	pmrA	pmrA|WP_008501465.1|NZ_CP017184.1|BFV67_RS19465	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_008501465.1	BFV67_RS19465	Enterobacter roggenkampii	two-component system response regulator PmrA	4165871..4166533	species representative; ortholog by 95.0% identity to the panel allele; modal in 4/4 screened Enterobacter roggenkampii genomes	663	220	True
enterobacter	pmrB	pmrB|WP_006812123.1|NZ_CP077308.1|I6L63_RS01420	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_006812123.1	I6L63_RS01420	Enterobacter hormaechei	two-component system sensor histidine kinase PmrB	complement(276620..277663)	refseq_gene_name	1044	347	True
enterobacter	pmrB	pmrB|WP_047646427.1|NZ_CP011863.1|ACJ69_RS19710	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_047646427.1	ACJ69_RS19710	Enterobacter asburiae	two-component system sensor histidine kinase PmrB	complement(4069480..4070523)	species representative; ortholog by 93.6% identity to the panel allele; modal in 2/3 screened Enterobacter asburiae genomes	1044	347	True
enterobacter	pmrB	pmrB|WP_032642358.1|NZ_CP043318.1|FY206_RS21790	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032642358.1	FY206_RS21790	Enterobacter chengduensis	two-component system sensor histidine kinase PmrB	4506542..4507585	species representative; ortholog by 92.5% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	1044	347	True
enterobacter	pmrB	pmrB|WP_013098926.1|NC_014121.1|ECL_RS22765	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013098926.1	ECL_RS22765	Enterobacter cloacae	two-component system sensor histidine kinase PmrB	4685728..4686771	species representative; ortholog by 92.2% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	1044	347	True
enterobacter	pmrB	pmrB|WP_063434727.1|NZ_CP083828.1|LCD42_RS19340	ncbi_refseq_auto	GCF_023023125.1	NZ_CP083828.1	WP_063434727.1	LCD42_RS19340	Enterobacter kobei	two-component system sensor histidine kinase PmrB	4080029..4081072	species representative; ortholog by 92.5% identity to the panel allele; modal in 1/3 screened Enterobacter kobei genomes	1044	347	True
enterobacter	pmrB	pmrB|WP_100166520.1|NZ_CP055276.1|HUI94_RS14950	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_100166520.1	HUI94_RS14950	Enterobacter mori	two-component system sensor histidine kinase PmrB	complement(3162038..3163081)	species representative; ortholog by 92.8% identity to the panel allele; modal in 2/5 screened Enterobacter mori genomes	1044	347	True
enterobacter	pmrB	pmrB|WP_021242260.1|NZ_CP017184.1|BFV67_RS19470	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_021242260.1	BFV67_RS19470	Enterobacter roggenkampii	two-component system sensor histidine kinase PmrB	4166530..4167573	species representative; ortholog by 91.6% identity to the panel allele; modal in 2/4 screened Enterobacter roggenkampii genomes	1044	347	True
enterobacter	qseB	qseB|WP_006811970.1|NZ_CP077308.1|I6L63_RS02330	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_006811970.1	I6L63_RS02330	Enterobacter hormaechei	quorum sensing response regulator transcription factor QseB	complement(471402..472061)	refseq_gene_name	660	219	True
enterobacter	qseB	qseB|WP_059347660.1|NZ_CP011863.1|ACJ69_RS20575	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_059347660.1	ACJ69_RS20575	Enterobacter asburiae	quorum sensing response regulator transcription factor QseB	complement(4237068..4237727)	species representative; ortholog by 93.2% identity to the panel allele; modal in 2/3 screened Enterobacter asburiae genomes	660	219	True
enterobacter	qseB	qseB|WP_032642053.1|NZ_CP043318.1|FY206_RS20900	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032642053.1	FY206_RS20900	Enterobacter chengduensis	quorum sensing response regulator transcription factor QseB	4322759..4323418	species representative; ortholog by 92.2% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	660	219	True
enterobacter	qseB	qseB|WP_013098725.1|NC_014121.1|ECL_RS21655	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013098725.1	ECL_RS21655	Enterobacter cloacae	quorum sensing response regulator transcription factor QseB	4456199..4456858	species representative; ortholog by 95.4% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	660	219	True
enterobacter	qseB	qseB|WP_014885245.1|NZ_CP017181.1|BFV64_RS19595	ncbi_refseq_auto	GCF_001729765.1	NZ_CP017181.1	WP_014885245.1	BFV64_RS19595	Enterobacter kobei	quorum sensing response regulator transcription factor QseB	4057213..4057872	species representative; ortholog by 93.2% identity to the panel allele; modal in 3/3 screened Enterobacter kobei genomes	660	219	True
enterobacter	qseB	qseB|WP_218400303.1|NZ_CP055276.1|HUI94_RS15915	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_218400303.1	HUI94_RS15915	Enterobacter mori	quorum sensing response regulator transcription factor QseB	complement(3363578..3364237)	species representative; ortholog by 95.4% identity to the panel allele; modal in 2/5 screened Enterobacter mori genomes	660	219	True
enterobacter	qseB	qseB|WP_023326078.1|NZ_CP017184.1|BFV67_RS18595	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_023326078.1	BFV67_RS18595	Enterobacter roggenkampii	quorum sensing response regulator transcription factor QseB	3989681..3990340	species representative; ortholog by 92.7% identity to the panel allele; modal in 3/4 screened Enterobacter roggenkampii genomes	660	219	True
enterobacter	qseC	qseC|WP_006811971.1|NZ_CP077308.1|I6L63_RS02325	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_006811971.1	I6L63_RS02325	Enterobacter hormaechei	quorum sensing histidine kinase QseC	complement(470068..471405)	refseq_gene_name	1338	445	True
enterobacter	qseC	qseC|WP_059347658.1|NZ_CP011863.1|ACJ69_RS20570	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_059347658.1	ACJ69_RS20570	Enterobacter asburiae	quorum sensing histidine kinase QseC	complement(4235722..4237071)	species representative; ortholog by 89.9% identity to the panel allele; modal in 2/3 screened Enterobacter asburiae genomes	1350	449	True
enterobacter	qseC	qseC|WP_032642054.1|NZ_CP043318.1|FY206_RS20905	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_032642054.1	FY206_RS20905	Enterobacter chengduensis	quorum sensing histidine kinase QseC	4323415..4324752	species representative; ortholog by 87.9% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	1338	445	True
enterobacter	qseC	qseC|WP_013098726.1|NC_014121.1|ECL_RS21660	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013098726.1	ECL_RS21660	Enterobacter cloacae	quorum sensing histidine kinase QseC	4456855..4458192	species representative; ortholog by 87.6% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	1338	445	True
enterobacter	qseC	qseC|WP_045281440.1|NZ_CP083828.1|LCD42_RS18500	ncbi_refseq_auto	GCF_023023125.1	NZ_CP083828.1	WP_045281440.1	LCD42_RS18500	Enterobacter kobei	quorum sensing histidine kinase QseC	3916801..3918138	species representative; ortholog by 88.3% identity to the panel allele; modal in 1/3 screened Enterobacter kobei genomes	1338	445	True
enterobacter	qseC	qseC|WP_218400302.1|NZ_CP055276.1|HUI94_RS15910	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_218400302.1	HUI94_RS15910	Enterobacter mori	quorum sensing histidine kinase QseC	complement(3362244..3363581)	species representative; ortholog by 89.9% identity to the panel allele; modal in 2/5 screened Enterobacter mori genomes	1338	445	True
enterobacter	qseC	qseC|WP_069598782.1|NZ_CP017184.1|BFV67_RS18600	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_069598782.1	BFV67_RS18600	Enterobacter roggenkampii	quorum sensing histidine kinase QseC	3990337..3991686	species representative; ortholog by 88.3% identity to the panel allele; modal in 2/4 screened Enterobacter roggenkampii genomes	1350	449	True
enterobacter	ramA	ramA|WP_032673604.1|NZ_CP077308.1|I6L63_RS15270	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_032673604.1	I6L63_RS15270	Enterobacter hormaechei	RamA family antibiotic efflux transcriptional regulator	complement(3162177..3162518)	refseq_product=RamA family antibiotic efflux transcriptional regulator	342	113	True
enterobacter	soxR	soxR|WP_003860275.1|NZ_CP077308.1|I6L63_RS19695	ncbi_refseq_auto	GCF_019048245.1	NZ_CP077308.1	WP_003860275.1	I6L63_RS19695	Enterobacter hormaechei	redox-sensitive transcriptional activator SoxR	complement(4064764..4065222)	refseq_gene_name	459	152	True
enterobacter	soxR	soxR|WP_023310057.1|NZ_CP011863.1|ACJ69_RS15460	ncbi_refseq_auto	GCF_001521715.1	NZ_CP011863.1	WP_023310057.1	ACJ69_RS15460	Enterobacter asburiae	redox-sensitive transcriptional activator SoxR	complement(3196604..3197062)	species representative; ortholog by 96.1% identity to the panel allele; modal in 3/3 screened Enterobacter asburiae genomes	459	152	True
enterobacter	soxR	soxR|WP_023331806.1|NZ_CP043318.1|FY206_RS01660	ncbi_refseq_auto	GCF_001984825.2	NZ_CP043318.1	WP_023331806.1	FY206_RS01660	Enterobacter chengduensis	redox-sensitive transcriptional activator SoxR	350657..351115	species representative; ortholog by 96.7% identity to the panel allele; modal in 1/2 screened Enterobacter chengduensis genomes	459	152	True
enterobacter	soxR	soxR|WP_013095072.1|NC_014121.1|ECL_RS01565	ncbi_refseq_auto	GCF_000025565.1	NC_014121.1	WP_013095072.1	ECL_RS01565	Enterobacter cloacae	redox-sensitive transcriptional activator SoxR	331108..331566	species representative; ortholog by 96.7% identity to the panel allele; modal in 4/4 screened Enterobacter cloacae genomes	459	152	True
enterobacter	soxR	soxR|WP_089598624.1|NZ_CP055276.1|HUI94_RS10675	ncbi_refseq_auto	GCF_019203945.1	NZ_CP055276.1	WP_089598624.1	HUI94_RS10675	Enterobacter mori	redox-sensitive transcriptional activator SoxR	complement(2267518..2267976)	species representative; ortholog by 97.4% identity to the panel allele; modal in 5/5 screened Enterobacter mori genomes	459	152	True
enterobacter	soxR	soxR|WP_008503388.1|NZ_CP017184.1|BFV67_RS01565	ncbi_refseq_auto	GCF_001729805.1	NZ_CP017184.1	WP_008503388.1	BFV67_RS01565	Enterobacter roggenkampii	redox-sensitive transcriptional activator SoxR	341679..342137	species representative; ortholog by 96.1% identity to the panel allele; modal in 4/4 screened Enterobacter roggenkampii genomes	459	152	True
